DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-02-03	27197191	Fehringer G	2016-04-20	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27197191	Cross-Cancer Genome-Wide Analysis of Lung, Ovary, Breast, Prostate, and Colorectal Cancer Reveals Novel Pleiotropic Associations.	Cancer	5,020 European ancestry lung cancer cases, 3,718 European ancestry lung adenocarcinoma cases, 3,422 European ancestry lung squamous cell carcinoma cases, 15,414 European ancestry colorectal cancer cases, 10,809 European ancestry breast cancer cases, 4,939 European ancestry estrogen receptor negative breast cancer cases, 1,098 European ancestry ovarian cancer cases, 2,556 European ancestry serous ovarian cancer cases, 715 European ancestry ovarian endometrioid carcinoma cases, 9,710 European ancestry prostate cancer cases, 4,450 European ancestry aggressive prostate cancer cases,  61,820 European ancestry controls	NA	13q13.1	13	32265853	FRY	FRY			ENSG00000073910			rs56404467-A	rs56404467	0	56404467	intron_variant	0	NR	1E-7	7.0		1.2	[NR]	Affymetrix, Illumina [9916564] (imputed)	N	lung carcinoma, estrogen-receptor negative breast cancer, colorectal cancer, ovarian endometrioid carcinoma, prostate carcinoma, ovarian serous carcinoma, breast carcinoma, ovarian carcinoma, lung adenocarcinoma, squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0001071, http://www.ebi.ac.uk/efo/EFO_1000650, http://www.ebi.ac.uk/efo/EFO_0005842, http://www.ebi.ac.uk/efo/EFO_1001515, http://www.ebi.ac.uk/efo/EFO_0001663, http://www.ebi.ac.uk/efo/EFO_1001516, http://www.ebi.ac.uk/efo/EFO_0000305, http://www.ebi.ac.uk/efo/EFO_0001075, http://www.ebi.ac.uk/efo/EFO_0000571, http://www.ebi.ac.uk/efo/EFO_0000708	GCST003587	Genome-wide genotyping array
2017-02-03	27197191	Fehringer G	2016-04-20	Cancer Res	www.ncbi.nlm.nih.gov/pubmed/27197191	Cross-Cancer Genome-Wide Analysis of Lung, Ovary, Breast, Prostate, and Colorectal Cancer Reveals Novel Pleiotropic Associations.	Cancer	5,020 European ancestry lung cancer cases, 3,718 European ancestry lung adenocarcinoma cases, 3,422 European ancestry lung squamous cell carcinoma cases, 15,414 European ancestry colorectal cancer cases, 10,809 European ancestry breast cancer cases, 4,939 European ancestry estrogen receptor negative breast cancer cases, 1,098 European ancestry ovarian cancer cases, 2,556 European ancestry serous ovarian cancer cases, 715 European ancestry ovarian endometrioid carcinoma cases, 9,710 European ancestry prostate cancer cases, 4,450 European ancestry aggressive prostate cancer cases,  61,820 European ancestry controls	NA	20q11.22	20	34002002	RALY	RALY			ENSG00000125970			rs2300206-G	rs2300206	0	2300206	intron_variant	0	NR	2E-8	7.698970004336019		1.1111112	[NR]	Affymetrix, Illumina [9916564] (imputed)	N	lung carcinoma, estrogen-receptor negative breast cancer, colorectal cancer, ovarian endometrioid carcinoma, prostate carcinoma, ovarian serous carcinoma, breast carcinoma, ovarian carcinoma, lung adenocarcinoma, squamous cell lung carcinoma	http://www.ebi.ac.uk/efo/EFO_0001071, http://www.ebi.ac.uk/efo/EFO_1000650, http://www.ebi.ac.uk/efo/EFO_0005842, http://www.ebi.ac.uk/efo/EFO_1001515, http://www.ebi.ac.uk/efo/EFO_0001663, http://www.ebi.ac.uk/efo/EFO_1001516, http://www.ebi.ac.uk/efo/EFO_0000305, http://www.ebi.ac.uk/efo/EFO_0001075, http://www.ebi.ac.uk/efo/EFO_0000571, http://www.ebi.ac.uk/efo/EFO_0000708	GCST003587	Genome-wide genotyping array
2018-07-17	29423119	Khan S	2017-11-28	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/29423119	Meta-analysis of three genome-wide association studies identifies two loci that predict survival and treatment outcome in breast cancer.	Survival in breast cancer (estrogen-receptor positive)	2,971 European ancestry individuals, 165 individuals	NA	8p21.2	8	23579239	RHOBTB2, PDLIM2	SLC25A37 - RNU4-71P	ENSG00000147454	ENSG00000252067		3776	20787	rs2314686-?	rs2314686	0	2314686	regulatory_region_variant	1		2E-8	7.698970004336019		1.89	[1.66-2.11]	Illumina [275827] (imputed)	N	event free survival time, estrogen-receptor positive breast cancer	http://www.ebi.ac.uk/efo/EFO_0000482, http://www.ebi.ac.uk/efo/EFO_1000649	GCST005901	Genome-wide genotyping array
2018-07-17	29423119	Khan S	2017-11-28	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/29423119	Meta-analysis of three genome-wide association studies identifies two loci that predict survival and treatment outcome in breast cancer.	Survival in breast cancer (estrogen-receptor positive)	2,971 European ancestry individuals, 165 individuals	NA	8p21.2	8;8;8	23578869;23608232;23579239	PDLIM2, RHOBTB2	SLC25A37 - RNU4-71P; RNU4-71P - SINHCAFP3; SLC25A37 - RNU4-71P						rs4996307-?; rs992531-?; 2314686-?	rs4996307; rs992531; rs2314686	0		regulatory_region_variant; intergenic_variant; regulatory_region_variant		0.0693	2E-7	6.698970004336019		1.71	[1.4-2.07]	Illumina [275827] (imputed)	N	event free survival time, estrogen-receptor positive breast cancer	http://www.ebi.ac.uk/efo/EFO_0000482, http://www.ebi.ac.uk/efo/EFO_1000649	GCST005901	Genome-wide genotyping array
2019-03-27	28864454	Lacson JCA	2017-09-01	Cancer Epidemiol Biomarkers Prev	www.ncbi.nlm.nih.gov/pubmed/28864454	Genome-Wide Testing of Exonic Variants and Breast Cancer Risk in the California Teachers Study.	Breast cancer (estrogen-receptor positive)	1,325 cases, 1,310 controls	NA	10q26.13	10	121577821	FGFR2	FGFR2			ENSG00000066468			rs2981579-T	rs2981579	0	2981579	intron_variant	0		4E-7	6.3979400086720375		1.23		Illumina [129771]	N	estrogen-receptor positive breast cancer	http://www.ebi.ac.uk/efo/EFO_1000649	GCST007415	Exome genotyping array [Exome array]
2019-03-27	28864454	Lacson JCA	2017-09-01	Cancer Epidemiol Biomarkers Prev	www.ncbi.nlm.nih.gov/pubmed/28864454	Genome-Wide Testing of Exonic Variants and Breast Cancer Risk in the California Teachers Study.	Breast cancer (estrogen-receptor positive)	1,325 cases, 1,310 controls	NA	16q12.1	16	52565276	CASC16	CASC16			ENSG00000249231			rs4784227-T	rs4784227	0	4784227	intron_variant	0		7E-6	5.154901959985743		1.23		Illumina [129771]	N	estrogen-receptor positive breast cancer	http://www.ebi.ac.uk/efo/EFO_1000649	GCST007415	Exome genotyping array [Exome array]
2014-04-02	24080446	Rudolph A	2013-11-04	Endocr Relat Cancer	www.ncbi.nlm.nih.gov/pubmed/24080446	Genetic modifiers of menopausal hormone replacement therapy and breast cancer risk: a genome-wide interaction study.	Lobular breast cancer (menopausal hormone therapy interaction)	541 European ancestry cases	676 European ancestry cases, 9,266 European ancestry controls	3q13.33	3	119542528	CD80	CD80			ENSG00000121594			rs7648642-?	rs7648642	0	7648642	intron_variant	0		5E-6	5.301029995663981		1.5625	[1.28-1.89]	Illumina [2500000] (imputed)	N	invasive lobular carcinoma, hormone replacement therapy	http://www.ebi.ac.uk/efo/EFO_0000553, http://www.ebi.ac.uk/efo/EFO_0003961	GCST002266	Genome-wide genotyping array
2014-04-02	24080446	Rudolph A	2013-11-04	Endocr Relat Cancer	www.ncbi.nlm.nih.gov/pubmed/24080446	Genetic modifiers of menopausal hormone replacement therapy and breast cancer risk: a genome-wide interaction study.	Lobular breast cancer (menopausal hormone therapy interaction)	541 European ancestry cases	676 European ancestry cases, 9,266 European ancestry controls	17q12	17	34662519	TMEM132E	TMEM132E - AC005552.1	ENSG00000181291	ENSG00000264174		23201	62990	rs11654964-?	rs11654964	0	11654964	intergenic_variant	1		3E-6	5.522878745280337		1.67	[1.35-2.06]	Illumina [2500000] (imputed)	N	invasive lobular carcinoma, hormone replacement therapy	http://www.ebi.ac.uk/efo/EFO_0000553, http://www.ebi.ac.uk/efo/EFO_0003961	GCST002266	Genome-wide genotyping array
2014-07-29	24325915	Purrington KS	2013-12-09	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/24325915	Genome-wide association study identifies 25 known breast cancer susceptibility loci as risk factors for triple-negative breast cancer.	Breast cancer (estrogen-receptor negative, progesterone-receptor negative, and human epidermal growth factor-receptor negative)	1,529 European ancestry cases, 3,399 European ancestry controls	2,148 European ancestry cases, 1,309 European ancestry controls	1q32.1	1	204549714	MDM4	MDM4			ENSG00000198625			rs4245739-C	rs4245739	0	4245739	3_prime_UTR_variant	0		4E-6	5.3979400086720375		1.19	[1.11-1.29]	Illumina [NR] (imputed)	N	triple-negative breast cancer	http://www.ebi.ac.uk/efo/EFO_0005537	GCST002305	Genome-wide genotyping array
2014-07-29	24325915	Purrington KS	2013-12-09	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/24325915	Genome-wide association study identifies 25 known breast cancer susceptibility loci as risk factors for triple-negative breast cancer.	Breast cancer (estrogen-receptor negative, progesterone-receptor negative, and human epidermal growth factor-receptor negative)	1,529 European ancestry cases, 3,399 European ancestry controls	2,148 European ancestry cases, 1,309 European ancestry controls	5p15.33	5	1279675	TERT	TERT			ENSG00000164362			rs10069690-A	rs10069690	0	10069690	intron_variant	0		1E-7	7.0		1.24	[1.14-1.34]	Illumina [NR] (imputed)	N	triple-negative breast cancer	http://www.ebi.ac.uk/efo/EFO_0005537	GCST002305	Genome-wide genotyping array
2014-07-29	24325915	Purrington KS	2013-12-09	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/24325915	Genome-wide association study identifies 25 known breast cancer susceptibility loci as risk factors for triple-negative breast cancer.	Breast cancer (estrogen-receptor negative, progesterone-receptor negative, and human epidermal growth factor-receptor negative)	1,529 European ancestry cases, 3,399 European ancestry controls	2,148 European ancestry cases, 1,309 European ancestry controls	6q25.1	6	151592978	ESR1	CCDC170			ENSG00000120262			rs3757318-A	rs3757318	0	3757318	intron_variant	0		9E-6	5.045757490560675		1.33	[1.17-1.51]	Illumina [NR] (imputed)	N	triple-negative breast cancer	http://www.ebi.ac.uk/efo/EFO_0005537	GCST002305	Genome-wide genotyping array
2014-07-29	24325915	Purrington KS	2013-12-09	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/24325915	Genome-wide association study identifies 25 known breast cancer susceptibility loci as risk factors for triple-negative breast cancer.	Breast cancer (estrogen-receptor negative, progesterone-receptor negative, and human epidermal growth factor-receptor negative)	1,529 European ancestry cases, 3,399 European ancestry controls	2,148 European ancestry cases, 1,309 European ancestry controls	19p13.11	19	17283315	intergenic	ANKLE1			ENSG00000160117			rs2363956-C	rs2363956	0	2363956	missense_variant	0		2E-8	7.698970004336019		1.2195	[1.14-1.3]	Illumina [NR] (imputed)	N	triple-negative breast cancer	http://www.ebi.ac.uk/efo/EFO_0005537	GCST002305	Genome-wide genotyping array
2014-07-29	24325915	Purrington KS	2013-12-09	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/24325915	Genome-wide association study identifies 25 known breast cancer susceptibility loci as risk factors for triple-negative breast cancer.	Breast cancer (estrogen-receptor negative, progesterone-receptor negative, and human epidermal growth factor-receptor negative)	1,529 European ancestry cases, 3,399 European ancestry controls	2,148 European ancestry cases, 1,309 European ancestry controls	12p11.22	12	28002147	PTHLH	PTHLH - CCDC91	ENSG00000087494	ENSG00000123106		29414	131102	rs10771399-G	rs10771399	0	10771399	intergenic_variant	1		2E-8	7.698970004336019		1.3889	[1.25-1.56]	Illumina [NR] (imputed)	N	triple-negative breast cancer	http://www.ebi.ac.uk/efo/EFO_0005537	GCST002305	Genome-wide genotyping array
2018-07-17	29423119	Khan S	2017-11-28	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/29423119	Meta-analysis of three genome-wide association studies identifies two loci that predict survival and treatment outcome in breast cancer.	Survival in endocrine treated breast cancer (estrogen-receptor positive)	2,629 European ancestry individuals, 122 individuals	NA	5q21.3	5	105742977	RAB9P1	AC099520.1 - RNA5SP189	ENSG00000251574	ENSG00000201790		350007	180017	rs7701292-?	rs7701292	0	7701292	intergenic_variant	1		2E-8	7.698970004336019		1.79	[1.59-1.99]	Illumina [275827] (imputed)	N	event free survival time, estrogen-receptor positive breast cancer, response to endocrine therapy	http://www.ebi.ac.uk/efo/EFO_0000482, http://www.ebi.ac.uk/efo/EFO_1000649, http://www.ebi.ac.uk/efo/EFO_0007613	GCST005900	Genome-wide genotyping array
2019-04-29	30648747	Dudenkov TM	2019-01-16	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/30648747	Anastrozole Aromatase Inhibitor Plasma Drug Concentration Genome-Wide Association Study: Functional Epistatic Interaction between SLC38A7 and ALPPL2.	Plasma anastrozole concentration in anastrozole-treated estrogen receptor positive breast cancer	634 European ancestry individuals, 40 African ancestry individuals, 13 Asian ancestry individuals	NA	18q22.3	18	72975302	NR	AC091138.1 - AC079062.1	ENSG00000263958	ENSG00000263711		93903	175939	rs9945654-G	rs9945654	0	9945654	intergenic_variant	1	0.0124	4E-6	5.3979400086720375		2.0652	[1.2-2.93] unit decrease	Illumina [~ 600000] (imputed)	N	response to aromatase inhibitor, estrogen-receptor positive breast cancer	http://purl.obolibrary.org/obo/GO_0061477, http://www.ebi.ac.uk/efo/EFO_1000649	GCST007664	Genome-wide genotyping array
2019-04-29	30648747	Dudenkov TM	2019-01-16	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/30648747	Anastrozole Aromatase Inhibitor Plasma Drug Concentration Genome-Wide Association Study: Functional Epistatic Interaction between SLC38A7 and ALPPL2.	Plasma anastrozole concentration in anastrozole-treated estrogen receptor positive breast cancer	634 European ancestry individuals, 40 African ancestry individuals, 13 Asian ancestry individuals	NA	18q22.3	18	72975319	NR	AC091138.1 - AC079062.1	ENSG00000263958	ENSG00000263711		93920	175922	rs9945951-A	rs9945951	0	9945951	intergenic_variant	1	0.0126	4E-6	5.3979400086720375		2.0573	[1.19-2.93] unit decrease	Illumina [~ 600000] (imputed)	N	response to aromatase inhibitor, estrogen-receptor positive breast cancer	http://purl.obolibrary.org/obo/GO_0061477, http://www.ebi.ac.uk/efo/EFO_1000649	GCST007664	Genome-wide genotyping array
2019-04-29	30648747	Dudenkov TM	2019-01-16	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/30648747	Anastrozole Aromatase Inhibitor Plasma Drug Concentration Genome-Wide Association Study: Functional Epistatic Interaction between SLC38A7 and ALPPL2.	Plasma anastrozole concentration in anastrozole-treated estrogen receptor positive breast cancer	634 European ancestry individuals, 40 African ancestry individuals, 13 Asian ancestry individuals	NA	1p31.1	1	76398018	NR	ST6GALNAC3			ENSG00000184005			rs4342892-A	rs4342892	0	4342892	intron_variant	0	0.2555	5E-6	5.301029995663981		0.272	[0.16-0.39] unit increase	Illumina [~ 600000] (imputed)	N	response to aromatase inhibitor, estrogen-receptor positive breast cancer	http://purl.obolibrary.org/obo/GO_0061477, http://www.ebi.ac.uk/efo/EFO_1000649	GCST007664	Genome-wide genotyping array
2019-04-29	30648747	Dudenkov TM	2019-01-16	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/30648747	Anastrozole Aromatase Inhibitor Plasma Drug Concentration Genome-Wide Association Study: Functional Epistatic Interaction between SLC38A7 and ALPPL2.	Plasma anastrozole concentration in anastrozole-treated estrogen receptor positive breast cancer	634 European ancestry individuals, 40 African ancestry individuals, 13 Asian ancestry individuals	NA	2q37.1	2	232355544	intergenic	ECEL1P3 - AC068134.4	ENSG00000230122	ENSG00000275157		4235	13032	rs28845026-T	rs28845026	0	28845026	intergenic_variant	1	0.1987	5E-8	7.301029995663981		0.3673	[0.24-0.5] unit increase	Illumina [~ 600000] (imputed)	N	response to aromatase inhibitor, estrogen-receptor positive breast cancer	http://purl.obolibrary.org/obo/GO_0061477, http://www.ebi.ac.uk/efo/EFO_1000649	GCST007664	Genome-wide genotyping array
2019-04-29	30648747	Dudenkov TM	2019-01-16	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/30648747	Anastrozole Aromatase Inhibitor Plasma Drug Concentration Genome-Wide Association Study: Functional Epistatic Interaction between SLC38A7 and ALPPL2.	Plasma anastrozole concentration in anastrozole-treated estrogen receptor positive breast cancer	634 European ancestry individuals, 40 African ancestry individuals, 13 Asian ancestry individuals	NA	5q23.2	5	126041980	NR	AC116362.1			ENSG00000248752			rs12518356-G	rs12518356	0	12518356	intron_variant	0	0.3123	4E-6	5.3979400086720375		0.2618	[0.15-0.37] unit increase	Illumina [~ 600000] (imputed)	N	response to aromatase inhibitor, estrogen-receptor positive breast cancer	http://purl.obolibrary.org/obo/GO_0061477, http://www.ebi.ac.uk/efo/EFO_1000649	GCST007664	Genome-wide genotyping array
2019-04-29	30648747	Dudenkov TM	2019-01-16	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/30648747	Anastrozole Aromatase Inhibitor Plasma Drug Concentration Genome-Wide Association Study: Functional Epistatic Interaction between SLC38A7 and ALPPL2.	Plasma anastrozole concentration in anastrozole-treated estrogen receptor positive breast cancer	634 European ancestry individuals, 40 African ancestry individuals, 13 Asian ancestry individuals	NA	7q11.22	7	71535629	NR	GALNT17			ENSG00000185274			rs6460664-C	rs6460664	0	6460664	intron_variant	0	0.3768	2E-6	5.698970004336019		0.2535	[0.15-0.36] unit increase	Illumina [~ 600000] (imputed)	N	response to aromatase inhibitor, estrogen-receptor positive breast cancer	http://purl.obolibrary.org/obo/GO_0061477, http://www.ebi.ac.uk/efo/EFO_1000649	GCST007664	Genome-wide genotyping array
2019-04-29	30648747	Dudenkov TM	2019-01-16	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/30648747	Anastrozole Aromatase Inhibitor Plasma Drug Concentration Genome-Wide Association Study: Functional Epistatic Interaction between SLC38A7 and ALPPL2.	Plasma anastrozole concentration in anastrozole-treated estrogen receptor positive breast cancer	634 European ancestry individuals, 40 African ancestry individuals, 13 Asian ancestry individuals	NA	8q22.1	8	97892687	NR	MATN2			ENSG00000132561			rs4489302-C	rs4489302	0	4489302	intron_variant	0	0.0143	3E-6	5.522878745280337		1.3599	[0.8-1.92] unit decrease	Illumina [~ 600000] (imputed)	N	response to aromatase inhibitor, estrogen-receptor positive breast cancer	http://purl.obolibrary.org/obo/GO_0061477, http://www.ebi.ac.uk/efo/EFO_1000649	GCST007664	Genome-wide genotyping array
2019-04-29	30648747	Dudenkov TM	2019-01-16	Clin Pharmacol Ther	www.ncbi.nlm.nih.gov/pubmed/30648747	Anastrozole Aromatase Inhibitor Plasma Drug Concentration Genome-Wide Association Study: Functional Epistatic Interaction between SLC38A7 and ALPPL2.	Plasma anastrozole concentration in anastrozole-treated estrogen receptor positive breast cancer	634 European ancestry individuals, 40 African ancestry individuals, 13 Asian ancestry individuals	NA	10p11.23	10	29653623	NR	SVIL			ENSG00000197321			rs77628230-T	rs77628230	0	77628230	intron_variant	0	0.0278	5E-7	6.301029995663981		0.7739	[0.48-1.07] unit decrease	Illumina [~ 600000] (imputed)	N	response to aromatase inhibitor, estrogen-receptor positive breast cancer	http://purl.obolibrary.org/obo/GO_0061477, http://www.ebi.ac.uk/efo/EFO_1000649	GCST007664	Genome-wide genotyping array
